"DESCRIPTION","name"
"각국의 금리차나 환율변동에 의한 차익을 노려서 유럽 금융시장을 중심으로 세계에 부동하는 핫머니의 일종. 유럽 각국의 은행, 회사가 단기자금의 형태로 보유하고 있으며 그 대표적인 것이 유로달러이다.","유로머니(Euro-money)"
"일국의 차입자가 일정통화표시의 채권을 표시통화국 이외의 나라에서 발행할 때 이를 유로채라고 한다. 예를 들어 유로달러채는 달러표시로 발행되어 미국 이외의 나라에서 상장 거래되는 채권을 말한다. 이 밖에 유로마르크채, 유로스털링채, 유로엔채 등이 있다. 채권의 인수단 및 판매그룹은 수개국의 은행, 증권회사 등으로 구성되고 수개국의 투자자들에게 판매된다. 기업들이 유로본드 발행을 선호하는 것은 각종 채권공시제도가 덜 엄격하여 채권발행이 쉽고, 전문심사평가기관으로부터 기업등급 심사를 받을 필요가 없기 때문에 채권발행에 따른 비용이 저렴하다. 일반적으로 유로채와 외국채(foreign bond)를 합해서 국제채라 부르고 있다. 외국채(foreign bond)란 외국차입자가 일국의 자본시장에서 발행하여 대부분이 당해국의 투자자들에게 판매되는 비거주자 발행채를 말한다.","유로본드(Eurobond)"
"어떤 통화로 표시된 자금이 해당통화 발행국 이외의 국가에서 거래되는 시장을 말한다. 1950년 소련 등 동유럽국가들이 자신들의 달러예금을 미국측의 달러동결을 피해 유럽의 은행들에게 예탁한 것이 그 기원이다. 특히 1970년대의 오일쇼크시에 OPEC국가들이 오일달러를 유로뱅크의 신디케이트론을 통해 무역수지 적자국으로 환류함으로써 현저한 발전을 이루었다. 당초에는 은행의 달러예금을 중심으로한 ''유로통화시장'' 또는 ''유로달러시장''으로서의 성격이 농후하였으나 1980년대 들어 증권화가 진전되면서 ''유로본드시장''의 비중이 증대되어 독일마르크, 일본엔 등으로 거래통화도 다양화되었다. 국내의 규제에 얽매이는 경우가 적은 자유로운 시장으로 시장원리도 작용하기 쉽다. 국내시장으로부터 이전(shift)된 자금의 수용처로서 금융 이노베이션의 진전에 공헌했으며 각국 시장의 폐쇄성, 비효율성을 곤란하게 하여 각국의 금융자유화와 글로벌라이제이션(Globalization)을 추진하였다.","유로시장(Euromarket)"
"각 통화의 소재국 이외의 타국가 은행에 예치된 주요국의 통화를 말하는 것으로 소유권을 중심으로 보면 비거주자가 소유한 각국의 통화라고 할 수 있다. 예를 들면 유로달러라는 것은 미국 이외의 국가에 소재하는 미국달러 표시예금을 말한다. 이러한 통화로는 유로달러, 유로마르크, 유로엔, 유로파운드, 유로 스위스프랑과 프랑스프랑 등이 있다. 『유로』란 용어는 1950년대말 런던에 최초의 유로커런시인 유로달러시장이 생성되던 시기의 경우 동 시장이 형성되던 유럽지역만을 지칭하였으나, 현재는 유럽 이외의 지역도 포괄하는 의미로 사용된다.","유로통화(Euro-currency)"
"잉여금(자본잉여금+이익잉여금)을 합한 금액을 납입자본금으로 나눈 비율로서, 기업의 설비확장 또는 재무구조의 안정성을 위해서 어느 정도의 사내유보가 되어 있는가를 나타내는 지표이다. 이 비율이 높을수록 불황에 대한 기업의 적응력이 높다고 볼 수 있고, 또한 무상증자의 가능성을 측정하는 유용한 지표로 이용된다.","유보율(留保率, reserve ratio)"
"이미 설립된 주식회사가 실질적인 자본금을 증가시키기 위하여 증자하는 경우를 말하는 것으로 가장 일반적인 자기자본의 조달형태이다. 유상증자의 목적은 설비자본의 조달, 운전자본의 조달 및 채무의 상환이 있으며, 이중에서 설비투자를 위한 신주발행이 가장 합리적인 유상증자라 할 수 있다. 즉, 유상증자라 함은 주식을 발행함으로써 주식의 증가와 함께 회사의 자산이 실질적으로 증가하게 되는 것을 말하며 이를 실질적 증자라고 한다. 따라서 유상증자는 주식발행에 의한 자기자본의 확충방식이기 때문에 기업의 재무구조를 개선하고 부채금융에서 벗어나는 가장 기본적인 방법이라 할 수 있다.","유상증자(有償增資, capital increase with consideration)"
"고객이 자신의 선물거래포지션을 유지하는데 필요한 최소한의 증거금이다. 선물거래에서는 시장가격변동에 따라 발생하는 손익이 매일 일일정산(mark to market)되어 고객의 증거금에 반영된다. 만일 선물가격이 크게 등락하여 손실금액이 고객의 증거금을 초과하게 되면 증거금은 그 기능을 상실한다. 따라서 증거금이 일정한 수준 이하로 떨어지게 되면 중개회사는 고객에게 증거금을 당초의 개시증거금 수준까지 충당하도록 요구(margin call)하는데 이 수준을 유지증거금이라 한다. 만일 고객이 요구된 증거금(추가증거금)을 충당하지 않는 경우 중개회사는 당해 고객의 포지션을 반대매매하여 계약불이행 위험을 제거한다.","유지증거금(維持證據金, maintenance margin)"
"회사 또는 이사의 위법행위로 인하여 손해가 발생할 우려가 있을 때 주주 또는 감사가 사전에 이들의 행위에 대하여 유지를 청구하는 권리를 말한다. 이러한 유지청구권은 주주는 물론 회사를 위하여 행사하는 상법상 공익권으로서의 성격을 갖는다. 현행 상법상 우리나라는 이사가 정관 및 법령에 위반하는 행위를 하여 회사에 회복할 수 없는 손해를 입힐 염려가 있을 때, 감사 또는 발행주식총수의 100분의 1 이상에 해당하는 주식을 소유하는 주주가 회사를 위하여 이사에게 정관 및 법령의 위반행위에 대하여 유지를 청구할 수 있다(상법 제402조). 또한 회사가 정관 법령의 위반 및 현저하게 불공정한 방법으로 주주에게 불이익을 입힐 염려가 있는 때에 주주가 자신을 위하여 회사에게 유지를 청구하는 경우로서 신주발행유지청구권(상법 제424조), 전환사채발행유지청구권(상법 제424조, 제516조 제1항) 등이 있다. 유지청구권의 행사는 주주권의 의사표시로서 회사에 대하여 행사하게 되며, 소(訴)를 통해 행사하지는 않는다.","유지청구권(留止請求權, injunction)"
"유치권이란 타인의 물건을 점유하고 있는 자가 그 물건에 관하여 생긴 채무의 변제를 받을 때까지 그 물건을 유치할 수 있는 권리이다. 예를 들면, 저당채권(mortgage)은 주택에 관한 유치권으로 저당채무가 변제기에 변제되지 않는다면 주택은 유치권에 충당하기 위해 처분된다. 마찬가지로 채권은 회사재산에 대한 유치권으로 만기에 원리금이 지급되지 않는다면 회사재산은 채권자에 대한 채무에 충당하기 위해 처분될 수 있다. 유치권은 채무이행 즉시 소멸한다. 증권청산결제시스템에서 보증기관은 대개 참가자가 보유하고 있는 유가증권에 유치권을 설정함으로써 자신의 포지션을 보호한다.","유치권(留置權, lien)"
"유통DR은 국내에서 이미 발행되어 유통되고 있는 주식(원주)을 원주보관기관에 보관하고, 이를 근거로 해외예탁기관(Citi Bank, The Bank of New York 등)이 해외에서 거래될 수 있도록 발행한 DR로서, 그 원주를 국내유통시장에서 취득한 주식이란 점에서 국내기업이 발행한 신주를 원주로 한 신주발행 DR과 구별된다. 유통DR발행시 기대할 수 있는 효과로는 외국인의 국내주식 투자편의 제공 및 자본시장 개방의 다변화, 국내기업의 대외이미지 제고를 통한 해외영업활동 지원 등을 들 수 있다.","유통DR"
"유통시장은 이미 발행된 유가증권이 투자자들 사이에서 매매 거래 이전되는 모든 시장관계를 말한다. 즉, 유통시장은 투자자가 소유하고 있는 유가증권을 매각하여 자금을 회수하기도 하고 기발행된 유가증권을 취득하여 금융자산을 운용하는 장소라고 할 수 있다. 유통시장의 기능은 ①발행된 주식이나 채권의 시장성과 유통성을 높여 일반투자자의 투자를 촉진시킴으로써 발행시장에서의 장기적인 자금조달을 원활하게 하고, ②유통시장에 의한 유가증권의 시장성과 유통성은 유가증권의 담보력을 높여주며 수시로 적정가격으로 유가증권을 처분하여 현금화할 수 있기 때문에 이를 담보로 한 차입이 용이하며, ③유통시장에서는 주식이나 채권의 공정한 가격을 형성하고, ④유통시장에서 형성되는 가격은 앞으로 발행할 새로운 증권의 가격을 결정하는 역할을 한다. 유통시장은 시장조직의 형태에 따라서 증권거래소시장과 장외시장으로 구분할 수 있고, 거래되는 증권의 종류에 따라서 주식유통시장과 채권유통시장으로 구분할 수 있다.","유통시장(流通市場, secondary market)"
"의결권 대리인이란 주주의 고유권인 의결권을 위임받아 주주총회에서 의결권을 대리행사하는 자를 말한다. 현행 상법은 주식회사의 경우 주식이 고도로 분산된 경우에 정족수의 확보를 용이하게 하여 주주총회의 결의를 가능하게 하고, 주주의 편의를 보장해주기 위하여 의결권 대리행사를 인정하고 있다. 대리행사를 할 수 있는 대리인의 자격은 법인 또는 자연인 등 특별한 제한은 없으나 회사의 자기주식은 의결권이 제한되는 이유에서 회사자신은 의결권을 대리행사 하지 못하고, 총회의 결의에 관하여 특별한 이해관계가 있는 자는 대리인으로도 의결권을 행사하지 못한다. 그리고 대리인은 대리권을 증명하는 서면(위임장)을 총회에 제출하여야 한다(상법 제368조). 국내에서는 아직 의결권 대리업 전문기관(proxy agent)이 등장하지 않고 있으나 증권시장이 발달한 미국 및 일본 등에서는 동 제도가 성행하고 있다. 미국에서 전문화된 의결권 대리인은 여러 예탁기관과의 계약에 의하여 예탁기관의 고객인 실질주주에 대하여 위임장 자료 발송 및 수집, 실질주주명세의 발행회사 제공 등 주주총회의 원활화를 위한 양질의 서비스를 제공하고 있다.","의결권 대리인(議決權 代理人, proxy agent)"
"주주가 2개 이상의 의결권을 가지고 있을 때에 이를 통일하지 않고 의안에 따라 의결권을 다르게 행사하는 것을 말한다. 회사는 의결권불통일행사를 거부할 수 있으나 주주가 신탁을 인수하여 명의상 주주와 실질주주가 상이할 경우와 증권중앙예탁기관과 같이 타인을 위하여 주식을 가지고 있는 경우에는 거부할 수 없다. 주주가 의결권을 불통일 행사하기 위하여는 주주총회 회일의 3일전에 회사에 대하여 서면으로 그 뜻과 이유를 통지하여야 한다(상법 제36조 2의 1항).","의결권 불통일행사(議決權 不統一行使)"
"주주가 주주총회에 출석하여 결의에 참가할 수 있는 권리를 말하며 주주는 의결권을 행사함으로써 경영에 참가하게 된다. 주주는 사단법인인 주식회사의 사원인 동시에 그 기관인 주주총회를 구성하는 구성원으로서 당연히 의결권을 갖게 된다. 의결권은 1주당 하나로서(상법 제369조 1항) 무의결권주식은 예외이다. 상법상 배당에 관하여 우선적 내용이 있는 주식에 대해서만 의결권을 부여하지 않을 수 있다(동법 제370조).","의결권(議決權, voting rights)"
"주주의 의결권 행사는 주주가 직접 주주총회에 참석하여 행사하는 것이 원칙이나 주주 개인의 사정에 의하여 주주총회에 참석하지 못하는 경우에 주주가 아닌 제3자가 대리인이 될 수 있도록 주주들에게 집단적으로 의결권의 위임을 권유하는 행위를 말한다. 그러나 공공적 법인의 경우 특정인이 회사의 지배권을 장악하는 것을 막기 위하여 당해 법인 자신만이 의결권의 대리행사를 할 수 있다. 의결권 대리행사 권유에 있어서 주주의 보호가 특히 요청되므로 증권거래법에서는 제도적 장치를 두고 있는바, 권유자는 피권유자(주주)에게 주주총회의 목적사항 각 항목에 대하여 찬부를 명기할 수 있게 된 위임장 용지의 송부에 의하여 권유하고 그 사본을 금융감독원에 제출하여야 한다. 또한 주주가 찬부판단을 정확히 할 수 있도록 권유자는 권유에 앞서 피권유자(주주)에게 금융감독위원회가 정하는 참고서류를 송부하여 필요한 사항을 제공하여야 하며, 필요한 참고서류의 기재사항으로는 권유자, 피권유자 및 대리인의 성명과 주식의 종류와 수, 권유자 및 대리인과 회사와의 관계를 명시하도록 하는 것 등이다.","의결권대리행사 권유(議決權代理行使 勸誘, proxy solicitation)"
"주식회사에 있어서 주주가 그 의결권을 신탁계약에 의하여 1인 또는 수인의 수탁자에게 양도하고, 수탁자는 이와 상환하여 주주에게 의결권 신탁증서(voting trust certificate)를 발행한 후 그 주주의 일반적 이익에 따라 통일적으로 의결권을 행사하는 제도이다. 이와 같은 의결권신탁은 채권자 또는 새로이 출자하는 자가 담보의 목적으로, 또는 주식이 분산된 회사에 있어서 경영자 및 대주주가 경영권의 유지 목적으로 행하게 되는데, 통상 서면에 의하여 의결권 신탁을 계약하게 되며 일정의 기간을 정해 놓는다. 의결권신탁에 있어서 해당 주식의 배당은 수탁자가 수령하고 귀속은 증서의 소지인에게 분배된다. 우리나라는 현행 탈법적이 아닌 주식의 명의신탁은 인정되고 있으나, 의결권만의 신탁은 인정되지 않고 있다.","의결권신탁(議決權信託, voting trust)"
"의결권주란 의결권이 부여된 주식을 말하는 것으로 의결권은 회사의 경영에 참가하고 그 지배권을 획득 유지하는 주주의 기본적 권리이다. 주식은 보통 한 주에 대해서 하나의 의결권이 부여된다(상법 제369조). 그러나 외국에서는 특수한 경우 한 주에 대해서 다수의 의결권이 부여되는 다수의결권주 또는 하나 미만의 의결권이 부여되는 소수의결권주도 있다.","의결권주(議決權株, voting stock)"
"모든 주주는 ""1주 1의결권의 원칙""에 따라 1주마다 1개의 의결권을 가지며, 정관 또는 주주총회의 결의로도 의결권의 배제 또는 제한이 인정되지 않음에도 불구하고, 상법상 특별히 예외적으로 인정되어 주주의 의결권행사가 제한되는 경우를 말한다. 상법이 예외적으로 의결권행사의 제한을 인정하는 경우는 ①총회의 결의에 관하여 특별 이해관계가 있는 경우(상법 제368조 제4항), ②회사의 자기주식(동법 제369조 제2항), ③회사의 상호 소유주식(동법 제369조 제3항), ④의결권 없는 주식(동법 제370조 제1항), ⑤공탁되지 않은 무기명주식(동법 제368조 제2항), ⑥감사의 선임(동법 제409조 제2항) 등이다.","의결권행사의 제한(議決權行使의 制限)"
"상법에 따른 배당이 아니면서 세법상으로 배당으로 간주되는 것으로 법인이 실질적으로 이익을 배당하거나 잉여금을 분배한 것은 아니지만 실질적인 면에서는 배당과 같은 성격을 띄는 경우 이를 배당으로 간주하여 세금을 부과하는 것을 말한다. 즉, ①주식의 소각 자본의 감소 퇴사 탈퇴나 출자의 감소가 있는 경우, ②법인의 잉여금의 전부 또는 일부를 자본에 전입하는 경우, ③법인이 해산하는 경우, ④법인이 합병하는 경우에 주주 또는 사원이 받는 이익이 당초 그들이 투하한 자본보다 많을 때에 그 초과하는 부분을 배당으로 보아서 과세하는 것이다.","의제배당(擬制配當, fictitious dividend)"
"예탁자는 고객으로부터 유가증권을 예탁받았을 경우 고객계좌부에 기재하고 이를 지체없이 증권예탁원에 재예탁하여야 하며(증권거래법 제174조의 2 제2항), 이 때 고객계좌부에 기재된 유가증권은 당해 유가증권이 증권예탁원에 실제로 재예탁되었는 가의 여부와 관계없이 고객계좌부에 기재된 시점에서 증권예탁원에 예탁된 것으로 본다고 규정하고 있는데(동조 제4항) 이를 ''의제예탁''이라 한다. 현실적으로 증권예탁원에 예탁되지 않았더라도 법률적으로는 예탁된 것으로 간주하는 것으로서, 고객계좌부에 기재된 증권은 ''광의의 예탁유가증권''이 된다. 이러한 제도를 도입하게 된 근본취지는 고객의 권리보호를 철저히 하고자 함에 있으며, 예탁자가 증권예탁원에 예탁하기 전에 고의 또는 과실로 인하여 고객의 유가증권을 도난·멸실당한 경우 등에 예탁자와 증권예탁원이 이를 연대보전토록 함으로써 고객보호에 만전을 기하고자 한 것이다.","의제예탁(擬制預託, fictitious deposit)"
"개발도상국 가운데 상대적으로 경제성장률이 높고 산업화가 빨리 진전되고 있는 나라의 증시를 일컫는다. 이들 증시에 포함되는 국가로는 우리나라를 비롯, 러시아, 동유럽국가, 브라질, 중국 등이 대표적이다. 이들 증시의 특징은 성장성은 높게 평가되나 그만큼 손실위험도 적지 않다. 전세계 증시를 대상으로 움직이는 외국 펀드들은 대개 10% 정도를 이머징 마켓 주식에 투자하고 있다.","이머징 마켓(emerging market)"
"이익배당이라 함은 이익배당결의에 의하여 확정된 배당가능한 이익을 발행되어 있는 주식에 대하여 각 주주가 보유하고 있는 주식수에 따라서 분배하는 것을 말한다. 이익을 배당하려면 우선 결산을 하고, 배당가능한 이익이 얼마인가를 계산하고, 그 계산서를 정기주주총회에 제출하여 그 승인을 받아야 한다(상법 제449조 1항). 배당가능이익의 계산의 방법에 관하여는 상법 제462조의 규정에 의하면 대차대조표상의 순재산액으로부터 자본액, 그 결산기까지 적립된 자본준비금과 이익준비금의 합계액, 그 결산기에 적립하여야 할 이익준비금의 총액을 공제한 금액을 한도로 이익배당을 할 수 있다. 이익배당은 기준일에 의하는 때에는 기준일에 있어서의 주주명부상의 주주에 대하여 지급하게 된다. 주주명부의 명의개서정지에 의하는 때에는 명부폐쇄일의 전일의 명의주주에게 지급하게 된다. 이익배당에는 현금배당(상법 제462조)과 주식배당(상법 제462조의 2)이 있다. 주식배당이라 함은 배당으로서 신주를 발행하여 주주에게 교부하는 것을 말한다.","이익배당(利益配當, dividend)"
"이익잉여금이란 기업의 경상적인 영업활동, 고정자산의 처분, 그 밖의 자산의 처분 및 기타 임시적인 손익거래에서 생긴 순성과를 나타내는 것으로서 유보이익이라고도 한다. 이익잉여금은 손익거래의 결과 매기 얻어진 이익이 사내에 유보 축적되어서 생기는 것으로서 가장 일반적인 잉여금의 형태이며, 기업이 획득한 이익의 축적분으로 이루어져 있기 때문에 이익잉여금을 분배한다거나 과세한다 하더라도 자본의 잠식이 이루어지지 않아, 원칙적으로 분배가능하며 또 과세의 대상이 될 수 있다. 『기업회계기준』에 의한 이익잉여금 항목은 이익준비금, 기타 법정적립금, 임의적립금, 당기말 미처분 이익잉여금 등으로 구분된다.","이익잉여금(利益剩餘金, earned surplus)"
"이익잉여금은 전기이월이익잉여금에 전기손익수정 항목을 가감하여 수정후 전기이월이익잉여금을 산출하고 이에 당기순손익을 가감하여 계산한 당기말미처분이익잉여금에서 이익잉여금처분액을 차감하여 차기이월이익잉여금을 표시한다. 이와 같이 이월이익잉여금의 수정사항과 당기이익잉여금의 처분사항을 명확히 보고하기 위해 작성된 표를 이익잉여금처분계산서라 한다. 이월이익잉여금의 변동사항을 전부 표시하여야 하는 이익잉여금처분계산서는 주주총회의 승인을 거쳐 확정된 처분방침에 따라 작성하는 것이 원칙이다. 이익잉여금처분계산서의 주요항목은 ①당기말 미처분이익잉여금, ②임의적립금 이입액, ③이익잉여금 처분액, ④차기이월 이익잉여금 등이다.","이익잉여금처분계산서(利益剩餘金處分計算書, statement of retained earnings)"
"매 결산기의 이익을 재원으로 하여 그 일부를 적립하는 준비금으로서 손실의 보전과 영업상태 등의 악화에 대비하기 위한 준비금을 말한다. 즉, 회사는 손익거래에서 생긴 잉여금을 재원으로 하여 자본의 2분의 1에 달할 때까지 매결산기의 금전에 의한 이익배당액의 10분의 1 이상의 금액을 이익준비금으로 적립하여야 한다. 회사가 정관의 규정으로 자본의 2분의 1 이상을 적립하기로 정한 경우에 그 초과액은 법정준비금이 아니라 손실의 보전을 위한 임의준비금이라 할 수 있다. 그러나 신주의 발행, 법정준비금의 자본전입, 전환사채의 전환 등에 의하여 자본이 증가한 경우에는 증가후의 자본의 2분의 1에 달할 때까지 이익준비금을 적립하여야 한다.","이익준비금(利益準備金, earned surplus reserve)"
"이익참가부사채란 사채권자가 사채에 대한 일정한 이자 이외에 회사의 이익에 참가할 수 있는 권리가 인정된 사채를 말한다. 즉, 이자 이외에 주주에 대한 이익배당이 일정율을 상회하는 때에 그 이익에의 참가를 인정한 사채라고 할 수 있다. 이익참가부사채는 회사의 이익분배에 대한 참가권이 부여됨으로써 회사채가 갖는 투자상의 수익성이 높아져 회사채 발행에 의한 자본조달을 더욱 촉진할 수 있다. 그러나 이익참가부사채가 갖는 이익분배에 대한 참가권은 그만큼 주식에 대한 배당을 감소시키는 결과를 초래하여 주식발행에 의한 자본조달을 어렵게 한다는 점도 있다. 따라서 이익참가부사채는 주식의 수익성을 해치지 않도록 이익참가권의 크기를 결정하는 것이 매우 중요한 문제이다.","이익참가부사채(利益參加附社債, participating bond ; PB)"
"채권 배면의 법적 기재사항에 따라 이자가 실제로 지급되게 되는데, 실제 이자가 계산되는 일수의 합을 이자계산일수라 한다. 발행조건에 따라 발행일 또는 발행일 익일부터 상환일 전일 또는 상환일까지의 일수에 대해 이자를 지급하게 된다.","이자 계산일수(利子 計算日數)"
"채권에 있어서 이자지급 시기의 경과로 이자를 받을 권리가 없어지는 것을 말한다. 이자를 수령할 권리를 표창하는 이표가 붙어있는 이표채의 소지인은 당해 채권의 발행조건에 정해진 이자지급일에 이자의 지급을 받게 된다. 따라서 이자지급일 이후에 당해 채권을 새로이 취득하는 자는 당해 이자에 대한 권리가 없게 된다. 거래소는 이와 같은 내용을 투자자들에게 주지시켜 공정한 채권가격의 형성과 투자자 보호를 도모하기 위하여 이자락조치를 취하고 있는데, 이자락은 이표채의 경우에만 발생한다. 그런데 채권의 경우에는 당일결제거래와 보통거래가 모두 실시되고 있어 매매거래의 종류에 따라 이자락 조치일이 다르게 된다. 즉, 당일결제거래의 경우에는 이자지급일에, 보통거래의 경우에는 이자지급일의 2일전에 각각 이자락 조치를 하게 된다.","이자락(利子落, ex-interest)"
"이자소득은 당해년도에 발생한 예금의 이자와 대여금의 이자, 채권 및 기타 증권의 이자 등을 말한다. 『소득세법』상 이자소득에는 다음과 같은 것들이 있다. ①국가 또는 지방자치단체가 발행한 채권 또는 증권의 이자와 할인액 ②내국법인이 발행한 채권 또는 증권의 이자와 할인액 ③국내에서 지급하는 예금의 이자와 할인액 ④상호신용금고법에 의한 상호신용계 또는 신용부금으로 인한 이익 ⑤내국법인으로부터 받는 신탁(공채, 사채 이외의 증권투자신탁은 제외)의 이익 ⑥외국법인의 국내지점 또는 국내영업소에서 발행한 채권이나 증권의 이자와 할인액 ⑦외국법인이 발행한 채권 또는 증권의 이자와 할인액 ⑧국외에서 지급하는 예금의 이자와 신탁의 이익 ⑨채권 또는 증권의 환매조건부 매매차익 ⑩저축성보험의 보험이익 ⑪비영업대금의 이자 등이다.","이자소득(利子所得, interest income)"
"이자율의 변동으로 인하여 채권가격과 재투자수익에 미치는 위험으로서 모든 채권에 영향을 미치는 시장위험을 말한다. 채권투자의 경우 이자율변동에 따른 위험이 채권가격위험(price risk)과 재투자수익률위험(reinvestment rate risk)으로 구분된다. 즉 가격위험이란 이자율의 변동시 채권가격이 상승 또는 하락함으로써 발생하는 자본이익 또는 자본손실의 가능성을 말하며, 재투자수익률 위험이란 이자지급액을 재투자할 때 이용되는 재투자율이 이자율의 변동으로 상승 또는 하락함으로써 발생하는 재투자수익의 증가 또는 감소가능성을 말한다. 이러한 위험은 회피가 가능한데, 그것은 이자율 변동에 따른 위험은 가격위험과 표면이자 재투자위험으로 구분되어 서로 상쇄효과(trade-off effect)를 갖고 있기 때문이다.","이자율위험(利子率危險, interest rate risk)"
"동일한 과세객체에 2회 이상 과세되는 것을 말한다. 예컨대 같은 소득에 대해 국가가 소득세, 지방단체가 주민세(지방소득세)를 부과하는 경우, 또는 국가가 같은 회사배당에 대해서 회사에 법인소득세 또는 수익세, 회사로부터 배당을 받는 주주에 소득세를 과하는 경우, 해외의 자본이나 소득에 대하여 국내와 외국에서 소득과세나 재산과세를 하는 경우 등이 그것이다. 이와 같은 이중과세는 자본주의의 발전과 함께 주식회사의 형태로 자본의 집중이 행해져 국제간의 무역이나 자본거래가 확대됨에 따라 같은 세원이 나라 안팎에서 각종 형태를 취하고 나타난다는 사실과, 과세권을 갖는 국가나 지방단체 등이 이를 포착하기 위해 세제를 복잡화하지 않으면 안 된다는 사실로부터 생긴다. 따라서 이중과세 문제의 핵심은 이중과세가 자본의 부담을 늘리고, 자본의 경쟁조건을 흩뜨림으로써 조정문제가 제기되었다는 점에 있다. 각종 이중과세 가운데 특히 배당과세와 국제적 경합과세가 문제되는 것은 이 때문이다. 그러나 자본주의하에서 세원이 각종 형태로 변천하는 이상 세제를 아무리 복잡하게 하더라도 이중과세를 완전히 회피할 수는 없다.","이중과세(二重課稅, double taxation)"
"발행회사가 유상증자를 할 때 증권예탁원은 해당 예탁자를 통한 실질주주의 청약신청에 의하여 발행회사에 대하여 청약하였으나 실질주주도 직접청약을 함에 따라 동일실질주주에 대하여 이중으로 청약된 경우를 말한다. 이중청약은 보통 예탁자가 실질주주의 위탁계좌가 있는 경우에 임의로 청약신청을 하게 되는데, 실질주주가 이를 모르고 직접 신청한 경우에 발생하며, 이때 실질주주의 직접청약신청은 무효로 한다. 증권예탁원은 발행회사로부터 이중청약자 명세 및 청약대금을 청약일로부터 3일 이내에 수령하여 해당 예탁자의 거래은행계좌에 입금처리하게 된다.","이중청약(二重請約)"
"액면가로 발행하고 이자를 일정기간마다 지불하며 만기에 원금을 상환하는 채권이다. 가장 보편적인 채권이 이에 해당되며 채권의 권면에 이표가 붙어 있어 이자지급일에 일정이자를 지급받게 된다. 보통 회사채는 이표채로 발행된다.","이표채(利票債, coupon bond)"
"유가증권대차거래에서 증권차입자가 파산 등의 사유로 차입증권의 상환을 불이행할 경우 상환이행을 책임지는 기관이다. 이행보증기관도 증권차입자(증권사, 종금사 및 연기금)와 증권대여자(보험사, 은행 및 연기금) 및 중개기관과 더불어 대차시장의 한 참가자이다. 외국의 경우 일반적으로 대차거래 중개기관이 이행보증기관의 역할을 담당하고 있으나, 우리나라에서는 증권예탁원이 대차거래의 중개 업무를 수행하며 한국증권금융이 대차거래의 이행을 보증하고 있다","이행보증기관(履行保證機關)"
"증권결제에 따른 대금지급은 수수해야할 자금의 규모가 크기 때문에 직접 수수하는 경우는 드물고 대부분 자금이체방식에 의한다. 그러나 이 방식에 의해 자금이체가 이루어졌다 할지라도 어떠한 지급수단을 사용하느냐에 따라 이체된 대금의 당일 사용여부가 결정된다. 일반적으로 민간금융기관이 제공하는 지급수단에 의해 자금이체가 이루어진 경우에는 익일 중앙은행에서 확정성과 완료성을 갖춘 지급수단에 의해서 결제될 때까지 자금의 이용을 허용하지 않는다. 반면 중앙은행이 제공하는 지급수단인 현금이나 지급준비금을 이용하는 경우에는 당일 이용을 허용한다. 전자를 익일자금결제(next day funds settlement)라고 하며 후자를 당일자금결제(same day funds settlement)라고 한다.","익일자금결제(翌日資金決濟 ; next day funds settlement)"
"지수연동제를 말한다. 즉, 계약에 의해 지급해야 할 화폐액을 특정물가지수의 변동에 연계시키는 것을 의미하는 것이다. 완벽한 지수연동사회에서는 민간 및 공공임금계약 융자계약 보험 및 연금계약 사회보장급부 및 기타 이전지급 조세수입 등이 지수에 연동될 수 있다. 인덱세이션은 일찍이 마샬(Marshall. A.), 케인즈(Keynes. J. M.) 등과 같은 저명한 경제학자들의 지지를 받았다. 프리드만(Friedman. M.)으로 대표되는 오늘날의 인덱세이션 찬성론자들은 인덱세이션이 물가의 안정을 기할 수 있는 가장 유효한 방안일 뿐만 아니라 인덱세이션을 통하여 소득분배의 형평과 자원배분의 효율을 어느 정도 달성할 수 있다는 점을 들어 이의 실시를 주장하고 있다.","인덱세이션(indexation)"
"인덱스펀드는 부담하는 투자위험에 상응하는 투자수익만을 확보하고자 하는 방어적 투자관리의 한 방법으로서 종합주가지수상에 나타나는 시장전체의 평균수익율 정도만을 얻도록 펀드를 구성하는 것이다. 이를 위해서는 종합주가지수에 편입되는 수많은 종목으로 펀드를 구성해야 하나 이렇게 하면 펀드의 규모도 커야 하고 종목수도 많아지게 되므로 거래비용이나 관리비용이 많이 들게 된다. 따라서 단일지수모형을 이용하여 종목수도 줄이면서 그 포트폴리오의 β가 1이 되도록 하고, 잔차분산이 가능한 최소화되는 포트폴리오를 구성하는 것이다. 따라서 펀드의 분산은 시장포트폴리오의 분산에 접근하고, 펀드의 수익률은 시장포트폴리오의 수익률에 접근함으로써 인덱스펀드의 목적을 달성할 수 있다.","인덱스펀드(index fund)"
"채권발행에 대한 조건을 명시한 발행자와 투자자 사이의 법적 구속력이 있는 약정서를 말한다. 전형적인 채권약정서에는 이자지급액과 지급일, 수탁인의 성명, 만기일, 담보증권, 배당이나 다른 차입에 대한 제한, 감채기금과 수의상환에 관한 규정 등이 포함되어 있다.","인덴추어(indenture)"
